"기준년월","HSK품목코드","수출입구분코드","수산물수출입품목명","HSK품목대분류","HSK품목중분류","HSK품목소분류","수출입구분명","당월수출입중량(킬로그램)","당월수출입미화금액(달러)","당해누계수출입중량(킬로그램)","당해누계수출입미화금액(달러)","데이터기준일자"
"2025-10","1604209000","E","어류조제저장제품(생선 페이스트마리네이드소시지생선묵)","1604","20","9000","수출","166779","1000619","1574958","9910145","2025-10-31"
"2025-10","1604310000","E","캐비아","1604","31","0000","수출","0","0","231","177204","2025-10-31"
"2025-10","1604320000","E","캐비아 대용물","1604","32","0000","수출","30230","490366","377075","5524554","2025-10-31"
"2025-10","1605101010","E","게살(밀폐용기에넣은것)","1605","10","1010","수출","36320","284072","96113","745565","2025-10-31"
"2025-10","1605101091","E","붉은 대게살(밀폐용기에 넣은 것 훈제한 것 이외 기타)","1605","10","1091","수출","248709","2709228","2081725","21795031","2025-10-31"
"2025-10","1605101099","E","기타 게살(밀폐용기에 넣은 것 훈제한 것 이외 기타)","1605","10","1099","수출","6517","43722","72885","511089","2025-10-31"
"2025-10","1605109000","E","게 조제품(게살 이외 기타)","1605","10","9000","수출","24066","293836","396548","3758585","2025-10-31"
"2025-10","1605211000","E","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)","1605","21","1000","수출","4367","39755","67501","571591","2025-10-31"
"2025-10","1605219000","E","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)","1605","21","9000","수출","4121","18760","28683","204888","2025-10-31"
"2025-10","1605290000","E","새우류(조제 또는 저장처리)","1605","29","0000","수출","11903","62193","73878","428876","2025-10-31"
"2025-10","1605301000","E","바다가재(밀폐용기에넣은것)","1605","30","1000","수출","0","0","54","1680","2025-10-31"
"2025-10","1605309000","E","바다가재(통조림외)","1605","30","9000","수출","0","0","3","90","2025-10-31"
"2025-10","1605401000","E","기타갑각류(밀폐용기에넣은것)","1605","40","1000","수출","0","0","28","412","2025-10-31"
"2025-10","1605409000","E","갑각류 조제품(게새우바다가재기타/밀폐용기에넣은것이외기타)","1605","40","9000","수출","0","0","3151","47749","2025-10-31"
"2025-10","1605511000","E","굴(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","51","1000","수출","78414","747492","1702311","13853084","2025-10-31"
"2025-10","1605519000","E","굴(조제 또는 저장처리)(기타)","1605","51","9000","수출","60187","927269","639841","8537038","2025-10-31"
"2025-10","1605520000","E","가리비과의조개(조제저장/기타 밀폐용기에 넣은 것 포함)","1605","52","0000","수출","1218","6981","38438","417135","2025-10-31"
"2025-10","1605531000","E","홍합(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","53","1000","수출","5508","64504","11282","131399","2025-10-31"
"2025-10","1605539000","E","홍합(조제 또는 저장처리)(기타)","1605","53","9000","수출","29095","83112","142567","478704","2025-10-31"
"2025-10","1605541000","E","갑오징어 기타조제저장처리갑오징어(밀폐용기에넣은것 포함 밀폐용기이외)","1605","54","1000","수출","40","523","6547","82915","2025-10-31"
"2025-10","1605542010","E","오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","54","2010","수출","3205","45694","30336","433879","2025-10-31"
"2025-10","1605542091","E","조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","54","2091","수출","50648","1106032","711757","16120023","2025-10-31"
"2025-10","1605542099","E","오징어 기타(조제 또는 저장처리)","1605","54","2099","수출","31898","350743","465426","6292354","2025-10-31"
"2025-10","1605550000","E","문어 기타조제저장처리문어(밀폐용기에넣은것 포함 밀폐용기이외)","1605","55","0000","수출","14169","158536","285149","3263306","2025-10-31"
"2025-10","1605561010","E","바지락(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","56","1010","수출","26","126","24394","275663","2025-10-31"
"2025-10","1605561090","E","바지락(조제 또는 저장처리)(기타)","1605","56","1090","수출","600","1372","33392","96704","2025-10-31"
"2025-10","1605562010","E","새조개(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","56","2010","수출","0","0","150","2400","2025-10-31"
"2025-10","1605562090","E","새조개(조제 또는 저장처리)(기타)","1605","56","2090","수출","869","49261","7365","327103","2025-10-31"
"2025-10","1605569010","E","클램 새조개 및 피조개 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","56","9010","수출","118","2176","11793","217627","2025-10-31"
"2025-10","1605569090","E","클램 새조개 및 피조개 기타(조제 또는 저장처리)(기타)","1605","56","9090","수출","838","28280","60207","868946","2025-10-31"
"2025-10","1605571000","E","전복(밀폐용기에넣은것)","1605","57","1000","수출","1007","43513","29836","738101","2025-10-31"
"2025-10","1605579000","E","전복(조제 또는 저장처리) 기타","1605","57","9000","수출","434","28820","14899","534840","2025-10-31"
"2025-10","1605581000","E","달팽이(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","58","1000","수출","96","488","576","2994","2025-10-31"
"2025-10","1605589000","E","달팽이(조제 또는 저장처리)(기타)","1605","58","9000","수출","0","0","4361","12094","2025-10-31"
"2025-10","1605591010","E","골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","59","1010","수출","32522","367570","251583","3019198","2025-10-31"
"2025-10","1605591090","E","골뱅이(조제 또는 저장처리)(기타)","1605","59","1090","수출","123","2536","3828","54578","2025-10-31"
"2025-10","1605592090","E","소라(조제 또는 저장처리)기타","1605","59","2090","수출","139","4421","3607","57396","2025-10-31"
"2025-10","1605599010","E","연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","59","9010","수출","3","2","17030","198406","2025-10-31"
"2025-10","1605599090","E","연체동물 기타(조제 또는 저장처리)(기타)","1605","59","9090","수출","10474","135769","154387","1882994","2025-10-31"
"2025-10","1605611000","E","해삼(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","61","1000","수출","0","0","2560","508880","2025-10-31"
"2025-10","1605619000","E","해삼(조제 또는 저장처리)기타","1605","61","9000","수출","174176","1758042","506255","9234543","2025-10-31"
"2025-10","1605631000","E","해파리(조제 또는 저장처리)(밀폐용기에 넣은 것)","1605","63","1000","수출","0","0","1575","12660","2025-10-31"
"2025-10","1605639000","E","해파리(조제 또는 저장처리)(기타)","1605","63","9000","수출","0","0","6080","29481","2025-10-31"
"2025-10","1605690000","E","기타조제저장처리수생무척추동물(밀폐용기에넣은것 포함 밀폐용기에 넣지 않은 것)-해삼성게해파리제외","1605","69","0000","수출","3708","14656","34921","349813","2025-10-31"
"2025-10","2008995010","E","김","2008","99","5010","수출","1469627","47851686","15926671","514830377","2025-10-31"
"2025-10","2008995090","E","조제한 해조류 김 제외","2008","99","5090","수출","138899","730922","2338448","12633688","2025-10-31"
"2025-10","2102203010","E","클로렐라 효모(둥글넓적한 것)","2102","20","3010","수출","3800","68896","20943","385558","2025-10-31"
"2025-10","2102203090","E","클로렐라 효모(기타)","2102","20","3090","수출","16320","207345","286304","3397229","2025-10-31"
"2025-10","2102204010","E","스리루리나 효모(둥글넓적한 것)","2102","20","4010","수출","121","14471","1812","474068","2025-10-31"
"2025-10","2102204090","E","스리루리나 효모(기타)","2102","20","4090","수출","4229","257018","41843","2410458","2025-10-31"
"2025-10","2104102000","E","어류의 수우프 브로드와 수우프 브로드 제조용 조제품","2104","10","2000","수출","12810","145083","254082","2067154","2025-10-31"
"2025-10","2301201000","E","어류의 분.조분 및 펠리트","2301","20","1000","수출","184000","197520","984440","1062219","2025-10-31"
"2025-10","2301209000","E","어류외기타 분.조분 및 펠리트","2301","20","9000","수출","3876300","3416789","38639230","33739610","2025-10-31"
"2025-10","2501001010","E","암염(岩鹽)","2501","00","1010","수출","9","559","5502","25284","2025-10-31"
"2025-10","2501001020","E","천일염","2501","00","1020","수출","42946","138870","1298829","859189","2025-10-31"
"2025-10","2501009010","E","식염","2501","00","9010","수출","295741","408145","5358685","4764810","2025-10-31"
"2025-10","2501009020","E","순염화나트륨","2501","00","9020","수출","4449","21622","308531","249131","2025-10-31"
"2025-10","2501009090","E","기타소금해수","2501","00","9090","수출","1380233","138359","26476029","2191414","2025-10-31"
"2025-10","4103901010","E","원피(장어류의 것)(비유연처리의 것)","4103","90","1010","수출","0","0","756","10756","2025-10-31"
"2025-10","7101220000","E","양식진주(가공한것)","7101","22","0000","수출","60","32073","123","71225","2025-10-31"
"2025-10","7116101000","E","천연진주로만든 것","7116","10","1000","수출","0","0","119","65242","2025-10-31"
"2025-10","7116102000","E","양식진주로 만든 것","7116","10","2000","수출","33","11909","184","172025","2025-10-31"
"2025-10","9601901010","E","진주양식용핵","9601","90","1010","수출","0","0","780","40531","2025-10-31"
"2025-10","9601901090","E","패각(기타)","9601","90","1090","수출","120","62383","1116","662853","2025-10-31"
"2025-10","9606291000","E","조개껍질로 만든것","9606","29","1000","수출","112","14073","3798","249276","2025-10-31"
"2025-10","0106122000","I","물개","0106","12","2000","수입","0","0","55","16870","2025-10-31"
"2025-10","0106199000","I","기타 포유동물","0106","19","9000","수입","2130","1153099","22744","9756789","2025-10-31"
"2025-10","0106201000","I","뱀","0106","20","1000","수입","1382","36781","2511","124194","2025-10-31"
"2025-10","0106202000","I","자라(산동물)","0106","20","2000","수입","1933","23370","20034","223335","2025-10-31"
"2025-10","0106203000","I","거북","0106","20","3000","수입","39","15083","1752","389898","2025-10-31"
"2025-10","0106209000","I","기타 파충류","0106","20","9000","수입","268","84117","2854","644006","2025-10-31"
"2025-10","0106903010","I","갯지렁이","0106","90","3010","수입","60978","700045","376244","4331318","2025-10-31"
"2025-10","0106903090","I","기타","0106","90","3090","수입","15","4000","104","82233","2025-10-31"
"2025-10","0208402000","I","물개","0208","40","2000","수입","0","0","15000","71458","2025-10-31"
"2025-10","0210999090","I","기타 육·설육","0210","99","9090","수입","2","8","39","988","2025-10-31"
"2025-10","0301111000","I","비단잉어(활어)(민물의 것)","0301","11","1000","수입","50","3659","1563","215048","2025-10-31"
"2025-10","0301119000","I","기타(활어)(비단잉어 외  민물의 것)","0301","11","9000","수입","5985","384063","70819","3778286","2025-10-31"
"2025-10","0301190000","I","기타(활어)(민물의 것)","0301","19","0000","수입","1410","47815","16073","538424","2025-10-31"
"2025-10","0301921000","I","실뱀장어(한마리당 0.3그램 이하인 것으로서 양식용으로 한정)","0301","92","1000","수입","0","0","12304","94732936","2025-10-31"
"2025-10","0301922000","I","새끼뱀장어(한 마리당0.3그램을 초과하고50그램이하인것으로양식용으로한정)","0301","92","2000","수입","0","0","7564","3535287","2025-10-31"
"2025-10","0301929090","I","뱀장어(앵궐라종)","0301","92","9090","수입","81608","979077","1295323","16851211","2025-10-31"
"2025-10","0301931000","I","붕어(활어) 카라시우스속","0301","93","1000","수입","16753","62150","125134","442370","2025-10-31"
"2025-10","0301939000","I","잉어(기타)","0301","93","9000","수입","117077","446858","1413733","4688977","2025-10-31"
"2025-10","0301992000","I","방어(활어)","0301","99","2000","수입","298003","3963321","2481139","27061206","2025-10-31"
"2025-10","0301994091","I","돔(기타 참돔)","0301","99","4091","수입","491757","3783566","5147983","39416410","2025-10-31"
"2025-10","0301994099","I","돔(기타 기타)","0301","99","4099","수입","3456","45002","399101","5447130","2025-10-31"
"2025-10","0301997000","I","먹장어(활어)","0301","99","7000","수입","52917","570408","519047","5511389","2025-10-31"
"2025-10","0301998000","I","넙치(활어)","0301","99","8000","수입","0","0","148320","1737672","2025-10-31"
"2025-10","0301999010","I","능성어(활어)","0301","99","9010","수입","0","0","35660","666469","2025-10-31"
"2025-10","0301999020","I","복어(활어)","0301","99","9020","수입","16300","248077","184500","2853280","2025-10-31"
"2025-10","0301999059","I","농어(기타)","0301","99","9059","수입","200552","1593522","2529841","19467757","2025-10-31"
"2025-10","0301999070","I","미꾸라지(활어)","0301","99","9070","수입","815889","1967560","7180046","22356561","2025-10-31"
"2025-10","0301999092","I","붕어(활어)","0301","99","9092","수입","2000","6267","5931","18607","2025-10-31"
"2025-10","0301999095","I","민어(활어)","0301","99","9095","수입","282772","1743663","2941851","19184470","2025-10-31"
"2025-10","0301999099","I","기타어류(활어)","0301","99","9099","수입","118970","1356080","1431031","17454271","2025-10-31"
"2025-10","0302110000","I","송어(신선냉장)","0302","11","0000","수입","0","0","807","6900","2025-10-31"
"2025-10","0302130000","I","태평양연어(옹코링쿠스-넬카고르부스카케타차비차키수츠마소로드루스)","0302","13","0000","수입","0","0","11624","114918","2025-10-31"
"2025-10","0302140000","I","대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코)","0302","14","0000","수입","1943284","21003896","18672872","196092415","2025-10-31"
"2025-10","0302210000","I","넙치(간장 어란제외/신선 냉장/피레트 어육제외)","0302","21","0000","수입","0","0","22","435","2025-10-31"
"2025-10","0302330000","I","가다랑어 또는 줄무늬버니토우(신선냉장)","0302","33","0000","수입","0","0","400","5977","2025-10-31"
"2025-10","0302351000","I","대서양 참다랑어(터너스 터너스)","0302","35","1000","수입","7981","252714","83460","2523437","2025-10-31"
"2025-10","0302352000","I","태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스)","0302","35","2000","수입","3621","85936","14432","330349","2025-10-31"
"2025-10","0302360000","I","남방참다랑어(터너스 맥코이/신선냉장)","0302","36","0000","수입","0","0","2703","36093","2025-10-31"
"2025-10","0302440000","I","고등어(신선 또는 냉장)(스콤버-스콤브루스오스트랄시쿠스자포니쿠스))","0302","44","0000","수입","3430","5924","4249","7441","2025-10-31"
"2025-10","0302492000","I","병어[팜푸스(Pampus)종]","0302","49","2000","수입","0","0","597","9385","2025-10-31"
"2025-10","0302510000","I","대구(신선 또는 냉장)(가두스 모르화가두스 오각가두스 마크로세팔루스)","0302","51","0000","수입","0","0","311067","558589","2025-10-31"
"2025-10","0302550000","I","명태(신선 또는 냉장)(테라그라 찰코그라마)","0302","55","0000","수입","69946","252386","760011","2348181","2025-10-31"
"2025-10","0302720000","I","메기(신선 또는 냉장)(판가시우스종실루러스종클라리아스종익타루러스종)","0302","72","0000","수입","0","0","216","2197","2025-10-31"
"2025-10","0302820000","I","가오리와 홍어(라지대과)(신선 또는 냉장)","0302","82","0000","수입","115113","525909","699018","2946785","2025-10-31"
"2025-10","0302840000","I","농어(냉동)(디센트라르쿠스종)","0302","84","0000","수입","908","22065","9544","221473","2025-10-31"
"2025-10","0302850000","I","돔(신선 또는 냉장)(스파리대과)","0302","85","0000","수입","0","0","7878","12666","2025-10-31"
"2025-10","0302891000","I","방어(신선 또는 냉장)","0302","89","1000","수입","0","0","14","270","2025-10-31"
"2025-10","0302892000","I","갈치(신선 또는 냉장)","0302","89","2000","수입","130","747","50380","437828","2025-10-31"
"2025-10","0302896000","I","돔(신선 또는 냉장)(스파리대과를 제외한다)","0302","89","6000","수입","26","560","138","2042","2025-10-31"
"2025-10","0302899040","I","아귀(신선 또는 냉장)","0302","89","9040","수입","8944","17204","71624","132457","2025-10-31"
"2025-10","0302899090","I","기타(신선 또는 냉장)(삼치복어병어아귀 외 기타)","0302","89","9090","수입","240","638","14541","45176","2025-10-31"
"2025-10","0302911000","I","간","0302","91","1000","수입","120","900","120","900","2025-10-31"
"2025-10","0302912000","I","어란(魚卵)ㆍ어백(魚白)","0302","91","2000","수입","0","0","73","6084","2025-10-31"
"2025-10","0302990000","I","기타","0302","99","0000","수입","1553","12098","6511","47957","2025-10-31"
"2025-10","0303110000","I","소크아이 연어(홍연어옹코링쿠스 넬카)","0303","11","0000","수입","0","0","91520","671650","2025-10-31"
"2025-10","0303120000","I","그 밖의 태평양 연어(옹코링쿠스 고르부스카옹코링쿠스 케타옹코링쿠스 차비차옹코링쿠스 키수츠옹코링쿠스 마소옹코링쿠스 로두루스)","0303","12","0000","수입","374886","1750866","5510788","36305867","2025-10-31"
"2025-10","0303130000","I","대서양연어(냉동)(살모 살라)와 다뉴브연어(후코 후코)","0303","13","0000","수입","103239","819858","1275578","10419098","2025-10-31"
"2025-10","0303140000","I","송어(살모 트루타옹코링쿠스-미키스클라키아구아보니타길래아파케크리소가스터)","0303","14","0000","수입","0","0","79","396","2025-10-31"
"2025-10","0303190000","I","연어(기타)","0303","19","0000","수입","0","0","24","1892","2025-10-31"
"2025-10","0303230000","I","틸라피아(냉동)(오레오크로미스종)","0303","23","0000","수입","74094","203008","915722","2577354","2025-10-31"
"2025-10","0303240000","I","메기(냉동)(판가시우스종실루러스종클라리아스종익타루러스종)","0303","24","0000","수입","126276","282585","1191002","2621568","2025-10-31"
"2025-10","0303250000","I","잉어(사이프리너스 카르피오카라시우스 카라시우스크테노파린고돈 이델루스하이포프탈미크티스종ㆍ시리누스종ㆍ마일로파린고돈 피세우스)","0303","25","0000","수입","10362","26153","269146","660525","2025-10-31"
"2025-10","0303260000","I","뱀장어(냉동)(앵귈라종)","0303","26","0000","수입","0","0","118","3428","2025-10-31"
"2025-10","0303290000","I","연어(송어 대서양연어 등 이외 기타/냉동/피레트 어육제외)","0303","29","0000","수입","14694","70402","90779","428962","2025-10-31"
"2025-10","0303310000","I","넙치[레인하드티우스 히포글러소이데스히포글러서스 히포글러서스히포글러서스 스테노레피스)","0303","31","0000","수입","45793","319276","146715","847891","2025-10-31"
"2025-10","0303320000","I","가자미(플루로넥테스 플라테사)","0303","32","0000","수입","27348","24794","415316","384881","2025-10-31"
"2025-10","0303330000","I","서대(간장 어란제외/냉동/피레트 어육제외)","0303","33","0000","수입","0","0","246696","841468","2025-10-31"
"2025-10","0303391000","I","기타넙치류(냉동)","0303","39","1000","수입","1439788","3866487","12927891","32976854","2025-10-31"
"2025-10","0303399000","I","기타넙치류(냉동)","0303","39","9000","수입","291224","953905","5414204","15049551","2025-10-31"
"2025-10","0303410000","I","날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동)","0303","41","0000","수입","0","0","64647","157638","2025-10-31"
"2025-10","0303420000","I","황다랑어(터너스 알바카레스/냉동)","0303","42","0000","수입","400461","1464964","1862896","7290138","2025-10-31"
"2025-10","0303430000","I","가다랑어 또는 줄무늬버니토우(냉동)","0303","43","0000","수입","720134","958864","2385312","3347597","2025-10-31"
"2025-10","0303440000","I","눈다랑어(냉동)","0303","44","0000","수입","376994","2149532","3344264","17635497","2025-10-31"
"2025-10","0303451000","I","대서양 참다랑어(냉동)(터너스 티너스)","0303","45","1000","수입","69027","866339","681275","6865430","2025-10-31"
"2025-10","0303452000","I","태평양 참다랑어(냉동)(터너스 오리엔탈리스)","0303","45","2000","수입","75087","415930","195520","1767583","2025-10-31"
"2025-10","0303460000","I","남방참다랑어(터너스맥코이/냉동)","0303","46","0000","수입","22422","81766","155663","780077","2025-10-31"
"2025-10","0303490000","I","기타(냉동)","0303","49","0000","수입","0","0","7371","21291","2025-10-31"
"2025-10","0303510000","I","청어(클루페아 하렌구스클루페아 팔라시)","0303","51","0000","수입","3577706","3180706","12999262","11548858","2025-10-31"
"2025-10","0303530000","I","정어리(냉동)(사르디나 필차르두스사르디노프스종)","0303","53","0000","수입","4876285","2582793","50298531","25538970","2025-10-31"
"2025-10","0303540000","I","고등어(스콤버 스콤브루스스콤버 오스트랄라시쿠스스콤버 자포니쿠스)","0303","54","0000","수입","1427119","4129898","41990014","109192635","2025-10-31"
"2025-10","0303550000","I","전갱이(냉동)(트라커러스종)","0303","55","0000","수입","541238","470838","2715791","3532306","2025-10-31"
"2025-10","0303570000","I","황새치(자이피어스글래디어스)","0303","57","0000","수입","375367","2071756","3888396","20091516","2025-10-31"
"2025-10","0303591000","I","삼치[스콤버로모러스(Scomberomorus)종]","0303","59","1000","수입","78825","87949","281145","419728","2025-10-31"
"2025-10","0303592000","I","꽁치[콜로라비스 사이라(Cololabis saira)]","0303","59","2000","수입","3786358","8793885","11709651","25191000","2025-10-31"
"2025-10","0303599000","I","기타","0303","59","9000","수입","1485416","971662","25365442","14232019","2025-10-31"
"2025-10","0303630000","I","대구(가두스 모르화가두스 오각가두스 마크로세팔루스)","0303","63","0000","수입","308512","1016726","8925272","35150863","2025-10-31"
"2025-10","0303660000","I","민대구(냉동)(메루키우스종 등 2종)","0303","66","0000","수입","48725","93543","4461130","7051947","2025-10-31"
"2025-10","0303670000","I","명태(냉동)(테라그라 찰코그라마)","0303","67","0000","수입","7779267","9630271","102256487","111253710","2025-10-31"
"2025-10","0303680000","I","블루 화이팅스(마이크로메시스티우스 포우타소우마이크로메시스티우스 오스트랄리스)","0303","68","0000","수입","10508","19709","2363479","1332395","2025-10-31"
"2025-10","0303699000","I","기타(냉동)(새꼬리민태 외 기타)","0303","69","9000","수입","8240","6727","175430","335422","2025-10-31"
"2025-10","0303810000","I","곱상어와 기타 상어(냉동)","0303","81","0000","수입","103005","366809","1058492","3809410","2025-10-31"
"2025-10","0303821000","I","가오리(냉동)","0303","82","1000","수입","126130","456900","1056628","4306042","2025-10-31"
"2025-10","0303822000","I","홍어(냉동)","0303","82","2000","수입","228276","942722","2170237","9963556","2025-10-31"
"2025-10","0303830000","I","이빨고기(냉동)(디소스티쿠스종)","0303","83","0000","수입","37274","727227","697071","11112991","2025-10-31"
"2025-10","0303891000","I","은대구(냉동)","0303","89","1000","수입","41052","478289","154088","1663446","2025-10-31"
"2025-10","0303892000","I","갈치(냉동)","0303","89","2000","수입","749828","2585014","10391767","37281661","2025-10-31"
"2025-10","0303893010","I","옥돔(냉동)(브랜치오스테거스 자포니커스)","0303","89","3010","수입","79408","265705","803248","2401673","2025-10-31"
"2025-10","0303893020","I","옥두어(냉동)(브랜치오스테거스 알부스)","0303","89","3020","수입","7248","26735","467508","1700347","2025-10-31"
"2025-10","0303893090","I","돔(냉동)(기타)","0303","89","3090","수입","257734","235616","1024126","1204224","2025-10-31"
"2025-10","0303895010","I","조기(냉동)","0303","89","5010","수입","85347","308602","3979234","15317165","2025-10-31"
"2025-10","0303895020","I","조기(냉동)","0303","89","5020","수입","619583","4307993","7119601","39938473","2025-10-31"
"2025-10","0303895090","I","조기(냉동)","0303","89","5090","수입","0","0","217018","1026741","2025-10-31"
"2025-10","0303898000","I","복어(냉동)","0303","89","8000","수입","189640","486953","2626725","6451458","2025-10-31"
"2025-10","0303899010","I","보리멸(냉동)","0303","89","9010","수입","0","0","402","5748","2025-10-31"
"2025-10","0303899020","I","홍살치(냉동)","0303","89","9020","수입","3240","11033","20759","450277","2025-10-31"
"2025-10","0303899040","I","임연수어(냉동)","0303","89","9040","수입","831088","2171262","8765552","21869859","2025-10-31"
"2025-10","0303899050","I","볼낙(냉동)(적어를 포함한다)","0303","89","9050","수입","1031552","2755026","9267702","23817686","2025-10-31"
"2025-10","0303899060","I","아귀(냉동)","0303","89","9060","수입","1745420","4037648","22137738","47471986","2025-10-31"
"2025-10","0303899070","I","먹장어(냉동)(대서양 또는 태평양)","0303","89","9070","수입","150839","577928","1419966","4936832","2025-10-31"
"2025-10","0303899080","I","밀크피쉬(냉동)","0303","89","9080","수입","49000","68110","766626","1219704","2025-10-31"
"2025-10","0303899091","I","민어(냉동)","0303","89","9091","수입","419041","1587856","8447500","36296570","2025-10-31"
"2025-10","0303899092","I","까나리(냉동)","0303","89","9092","수입","2935761","1868648","9827975","6442804","2025-10-31"
"2025-10","0303899099","I","기타어류(냉동)","0303","89","9099","수입","1482352","3594104","19897470","40833349","2025-10-31"
"2025-10","0303911000","I","간","0303","91","1000","수입","0","0","26483","41334","2025-10-31"
"2025-10","0303912010","I","명란","0303","91","2010","수입","1525693","6957502","14328768","66119686","2025-10-31"
"2025-10","0303912090","I","기타","0303","91","2090","수입","492297","1295057","10437671","20136863","2025-10-31"
"2025-10","0303990000","I","기타","0303","99","0000","수입","134626","701628","2481331","10736932","2025-10-31"
"2025-10","0304320000","I","메기(신선 또는 냉장한 피레트)(판가시우스종실루러스종클라리아스종익타루러스종)","0304","32","0000","수입","0","0","10","349","2025-10-31"
"2025-10","0304390000","I","기타(신선 또는 냉장한 피레트)","0304","39","0000","수입","9542","165066","138957","2202094","2025-10-31"
"2025-10","0304410000","I","태평양 연어(옹코링쿠스- 넬카고르부스카케타차비차키수츠마소로두루스 대서양 연어(살모 살라다뉴브 연어)","0304","41","0000","수입","801168","13743735","7668136","131870170","2025-10-31"
"2025-10","0304420000","I","송어(살모 트루타옹코링쿠스-미키스 클라키아구아보니타길래아파케 크리소가스터)","0304","42","0000","수입","1919","27333","29219","419615","2025-10-31"
"2025-10","0304431000","I","가자미(신선 또는 냉장한 피레트)","0304","43","1000","수입","0","0","3","23","2025-10-31"
"2025-10","0304480000","I","가오리와 홍어(신선냉장) 피레트","0304","48","0000","수입","0","0","2","14","2025-10-31"
"2025-10","0304492000","I","참다랑어(신선 또는 냉장한 피레트)","0304","49","2000","수입","476","27341","3786","183505","2025-10-31"
"2025-10","0304499000","I","기타(신선 또는 냉장한 피레트)","0304","49","9000","수입","88","5939","11011","385149","2025-10-31"
"2025-10","0304593090","I","참다랑어 기타(기타신선 또는 냉장한 것)","0304","59","3090","수입","207","7526","108255","2520223","2025-10-31"
"2025-10","0304599090","I","기타(연육 외 기타)(기타신선 또는 냉장한 것)","0304","59","9090","수입","0","0","11","121","2025-10-31"
"2025-10","0304610000","I","틸라피아(냉동한 피레트)(오레오크로미스종)","0304","61","0000","수입","33605","332277","325534","3385053","2025-10-31"
"2025-10","0304620000","I","메기(냉동한 피레트)(판가시우스종실루러스종클라리아스종익타루러스종)","0304","62","0000","수입","163826","638462","1663833","6038919","2025-10-31"
"2025-10","0304690000","I","틸라피아메기잉어뱀장어나일퍼치 종의 기타(냉동한 피레트)","0304","69","0000","수입","80180","1213235","841925","12016782","2025-10-31"
"2025-10","0304710000","I","대구(가두스 모르화가두스 오각가두스 마크로세팔루스)","0304","71","0000","수입","65373","545026","708032","5304002","2025-10-31"
"2025-10","0304720000","I","해덕(냉동한 피레트)(멜라노그라무스 애그레피누스)","0304","72","0000","수입","0","0","5","176","2025-10-31"
"2025-10","0304740000","I","민대구(냉동한 피레트)(메루키우스종ㆍ유르피키스종)","0304","74","0000","수입","44572","172989","302040","976095","2025-10-31"
"2025-10","0304750000","I","명태(냉동한 피레트)(테라그라 찰코그라마)","0304","75","0000","수입","1091517","2943161","14605924","37675732","2025-10-31"
"2025-10","0304790000","I","브레그마세로티대과외6종무리에놀레피디대과어류의(냉동한피레트)","0304","79","0000","수입","0","0","5123","165763","2025-10-31"
"2025-10","0304810000","I","태평양 연어(옹코링쿠스 -넬카고르부스카케타차비차키수츠마소로두루스) 대서양 연어(살모 살라)다뉴브 연어(후코 후코))","0304","81","0000","수입","56084","366709","2816478","26344986","2025-10-31"
"2025-10","0304820000","I","송어(살모 트루타옹코링쿠스-미키스클라키아구아보니타길래아파케크리소가스터)","0304","82","0000","수입","1152","16592","2678","45266","2025-10-31"
"2025-10","0304831000","I","가자미(냉동한 피레트)","0304","83","1000","수입","152260","855776","2256186","12485643","2025-10-31"
"2025-10","0304839000","I","넙치류 기타(냉동한 피레트)","0304","83","9000","수입","0","0","39134","246229","2025-10-31"
"2025-10","0304840000","I","황새치(냉동한 피레트)(자이피어스 글래디어스)","0304","84","0000","수입","15954","296353","287509","3774262","2025-10-31"
"2025-10","0304850000","I","이빨고기(냉동한 피레트)(디소스티쿠스종)","0304","85","0000","수입","0","0","2002","70084","2025-10-31"
"2025-10","0304871000","I","참다랑어(냉동한 피레트)","0304","87","1000","수입","249582","6388498","4984357","115622516","2025-10-31"
"2025-10","0304879000","I","다랑어 기타(냉동한 피레트)","0304","87","9000","수입","138558","1039605","1486038","10873726","2025-10-31"
"2025-10","0304881000","I","곱상어 그 밖의 상어","0304","88","1000","수입","390","936","2880","6912","2025-10-31"
"2025-10","0304889000","I","곱상어 그 밖의 상어 가오리와 홍어(라지대과) 냉동 피레트-곱상어 그 밖의 상어 제외","0304","88","9000","수입","0","0","19447","59362","2025-10-31"
"2025-10","0304891000","I","붕장어의 것(냉동한 피레트)","0304","89","1000","수입","201076","1096808","1434333","7492901","2025-10-31"
