"기준년월","HSK품목코드","수출입구분코드","수산물수출입품목명","HSK품목대분류","HSK품목중분류","HSK품목소분류","수출입구분명","당월수출입중량(킬로그램)","당월수출입미화금액(달러)","당해누계수출입중량(킬로그램)","당해누계수출입미화금액(달러)","데이터기준일자"
"2025-10","0304893000","I","틸라피아(냉동한 피레트)(오레오크로미스종은 제외한다)의 것","0304","89","3000","수입","500","14270","2500","76759","2025-10-31"
"2025-10","0304894000","I","쥐치의 것(냉동한 피레트)","0304","89","4000","수입","0","0","22005","101804","2025-10-31"
"2025-10","0304895000","I","고등어의것(냉동한 것)","0304","89","5000","수입","726315","4502794","7263515","43683903","2025-10-31"
"2025-10","0304899000","I","기타어류의 기타(냉동한 피레트)","0304","89","9000","수입","505976","2419828","6026144","29725402","2025-10-31"
"2025-10","0304929000","I","이빨고기(기타/냉동)","0304","92","9000","수입","0","0","2200","33018","2025-10-31"
"2025-10","0304939000","I","틸라피아메기잉어뱀장어나일퍼치 종의 냉동연육외 기타","0304","93","9000","수입","17000","211905","64500","876754","2025-10-31"
"2025-10","0304941000","I","명태 냉동연육","0304","94","1000","수입","3088280","8356367","26743294","70422130","2025-10-31"
"2025-10","0304949000","I","명태 냉동연육 외 기타","0304","94","9000","수입","0","0","341583","563759","2025-10-31"
"2025-10","0304951000","I","브레그마세로티대과외6종무리에놀레피디대과어류(냉동연옥)","0304","95","1000","수입","165","1551","2681","11634","2025-10-31"
"2025-10","0304970000","I","가오리와 홍어(연육 기타)(냉동)","0304","97","0000","수입","0","0","7590","32540","2025-10-31"
"2025-10","0304991000","I","기타 냉동연육","0304","99","1000","수입","6865139","10843936","82337641","126707483","2025-10-31"
"2025-10","0304999000","I","기타 냉동연육 외 기타","0304","99","9000","수입","76570","191927","358616","1398096","2025-10-31"
"2025-10","0305202000","I","어란(건조)","0305","20","2000","수입","51","4603","310","17989","2025-10-31"
"2025-10","0305203000","I","어란(훈제)","0305","20","3000","수입","0","0","3","37","2025-10-31"
"2025-10","0305204010","I","어란(명태/염장염수장)","0305","20","4010","수입","1","12","46","331","2025-10-31"
"2025-10","0305204030","I","어란(청어/염장염수장)","0305","20","4030","수입","0","0","57","3100","2025-10-31"
"2025-10","0305204090","I","어란(명태 조기 청어이외 기타/염장 염수장)","0305","20","4090","수입","70","334","3720","57760","2025-10-31"
"2025-10","0305311000","I","틸라피아메기잉어뱀장어나일퍼치 종의 건조한 것","0305","31","1000","수입","24","353","617","5330","2025-10-31"
"2025-10","0305312000","I","틸라피아메기잉어뱀장어나일퍼치 종의 염장.염수장한 것","0305","31","2000","수입","0","0","0","32","2025-10-31"
"2025-10","0305321000","I","브레그마세로티대과외6종무리에놀레피디대과어류 건조한것","0305","32","1000","수입","18460","215562","105846","1005498","2025-10-31"
"2025-10","0305322000","I","브레그마세로티대과외6종무리에놀레피디대과어류(염장 또는 염수장한것)","0305","32","2000","수입","0","0","1","113","2025-10-31"
"2025-10","0305391000","I","기타어류의 피레트(건조한것)","0305","39","1000","수입","342","3415","9251","72841","2025-10-31"
"2025-10","0305392000","I","기타어류의 피레트(염장 또는 염수장한 것)","0305","39","2000","수입","0","0","314","659","2025-10-31"
"2025-10","0305410000","I","태평양 연어(옹코링쿠스- 넬카고르부스카케타차비차키수츠마소로두루스) 대서양 연어(살모 살라) 다뉴브 연어(후코 후코))","0305","41","0000","수입","17709","470560","80796","2505894","2025-10-31"
"2025-10","0305430000","I","송어(훈제한 어류)","0305","43","0000","수입","3","69","17","261","2025-10-31"
"2025-10","0305440000","I","틸라피아메기잉어뱀장어나일퍼치 종의 훈제한 것","0305","44","0000","수입","0","0","1347","1950","2025-10-31"
"2025-10","0305491000","I","멸치(훈제/피레트포함)","0305","49","1000","수입","1","15","2067","10446","2025-10-31"
"2025-10","0305492000","I","명태(훈제/피레트포함)","0305","49","2000","수입","0","0","14","223","2025-10-31"
"2025-10","0305499000","I","어류(연어 청어 멸치 명태이외 기타/훈제/피레트 포함)","0305","49","9000","수입","137334","1085451","1326140","10219061","2025-10-31"
"2025-10","0305510000","I","대구(건조/염장불문/훈제제외)","0305","51","0000","수입","24570","309088","110733","1265866","2025-10-31"
"2025-10","0305520000","I","틸라피아[오레오크로미스(Oreochromis)종] 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종] 잉어[사이","0305","52","0000","수입","0","0","9330","85568","2025-10-31"
"2025-10","0305531000","I","기타 어류(건조)","0305","53","1000","수입","770846","8248934","6618794","67282641","2025-10-31"
"2025-10","0305539000","I","기타 어류(건조)","0305","53","9000","수입","420","2497","6904","45579","2025-10-31"
"2025-10","0305541000","I","멸치[엔그라울리스(Engraulis)종]","0305","54","1000","수입","210","1022","37478","209936","2025-10-31"
"2025-10","0305549000","I","기타","0305","54","9000","수입","0","0","23345","150665","2025-10-31"
"2025-10","0305594000","I","조기(건조/염장불문/훈제제외)","0305","59","4000","수입","0","0","23","248","2025-10-31"
"2025-10","0305599000","I","어류(대구상어지느러미멸치명태조기등외기타건조/훈제제외)","0305","59","9000","수입","146023","528955","1317630","5639176","2025-10-31"
"2025-10","0305610000","I","청어(염장염수장)","0305","61","0000","수입","0","0","4","30","2025-10-31"
"2025-10","0305620000","I","대구(염장염수장)","0305","62","0000","수입","0","0","43","354","2025-10-31"
"2025-10","0305631000","I","멸치젓(염장염수장)","0305","63","1000","수입","440","4292","9126","35518","2025-10-31"
"2025-10","0305639000","I","멸치(멸치젓 이외 기타/염장 염수장)","0305","63","9000","수입","0","0","66507","62605","2025-10-31"
"2025-10","0305640000","I","틸라피아메기잉어뱀장어나일퍼치 종의 건조한 것","0305","64","0000","수입","0","0","24","59","2025-10-31"
"2025-10","0305691000","I","연어(염장 염수장)","0305","69","1000","수입","0","0","4","58","2025-10-31"
"2025-10","0305692000","I","송어(염장염수장)","0305","69","2000","수입","0","0","294","8132","2025-10-31"
"2025-10","0305693000","I","갈치(염장염수장)","0305","69","3000","수입","0","0","4","3","2025-10-31"
"2025-10","0305694000","I","정어리(염장염수장)","0305","69","4000","수입","32","563","38","671","2025-10-31"
"2025-10","0305695000","I","고등어(염장염수장)","0305","69","5000","수입","2","23","75","650","2025-10-31"
"2025-10","0305699000","I","어류(청어대구연어송어갈치정어리고등어 등 이외)","0305","69","9000","수입","19911","208773","198426","1991434","2025-10-31"
"2025-10","0305711000","I","상어 지느러미(훈제한 것)","0305","71","1000","수입","0","0","3","80","2025-10-31"
"2025-10","0305712000","I","상어 지느러미(건조한 것)","0305","71","2000","수입","0","0","363","141922","2025-10-31"
"2025-10","0305713000","I","상어 지느러미(염장 또는 염수장한것)","0305","71","3000","수입","3","12","6","24","2025-10-31"
"2025-10","0305720000","I","대구(가두스모르화) 대구 이외","0305","72","0000","수입","25275","76982","205413","625140","2025-10-31"
"2025-10","0305790000","I","기타 어류의 머리 꼬리","0305","79","0000","수입","41811","142564","358105","1466043","2025-10-31"
"2025-10","0306119000","I","닭새우류(팔리누루스종 파누리루스종 자수스종)(냉동한것)(기타)","0306","11","9000","수입","0","0","7726","219297","2025-10-31"
"2025-10","0306121000","I","바닷가재(호마루스종)","0306","12","1000","수입","4","29","36","192","2025-10-31"
"2025-10","0306129000","I","바닷가재(호마루스종)(냉동한 것) 훈제한 것(기타)","0306","12","9000","수입","318962","8927864","1521300","38945570","2025-10-31"
"2025-10","0306141090","I","게살(냉동한 것) 훈제한 것(기타)","0306","14","1090","수입","12694","202190","112737","1327830","2025-10-31"
"2025-10","0306142000","I","왕게(냉동)","0306","14","2000","수입","163549","4308864","705486","17284376","2025-10-31"
"2025-10","0306143090","I","꽃게(냉동한 것) 기타","0306","14","3090","수입","1366416","3709876","8955249","23131429","2025-10-31"
"2025-10","0306149090","I","갑각류 기타(냉동한 것)(훈제한것 외 기타)","0306","14","9090","수입","1099003","10179811","14596458","117770807","2025-10-31"
"2025-10","0306159000","I","노르웨이 바닷가재(네프로프스 노르베지쿠스)(냉동한 것)(기타)","0306","15","9000","수입","0","0","1080","26912","2025-10-31"
"2025-10","0306161090","I","냉수성 새우류(판달러스종크란곤 크란곤)의 새우살(냉동한 것)(훈제한 것 외 기타)","0306","16","1090","수입","23831","659069","177222","4834018","2025-10-31"
"2025-10","0306169090","I","냉수성 새우류(판달러스종크란곤 크란곤)기타(냉동한 것)(훈제한 것)","0306","16","9090","수입","37271","324363","1030062","4540668","2025-10-31"
"2025-10","0306171010","I","기타의 새우류의 새우살(냉동한 것)(훈제한 것)","0306","17","1010","수입","0","0","5","22","2025-10-31"
"2025-10","0306171090","I","기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)","0306","17","1090","수입","4186505","34514299","40574758","333625407","2025-10-31"
"2025-10","0306179010","I","훈제한 것","0306","17","9010","수입","0","0","1","13","2025-10-31"
"2025-10","0306179091","I","흰다리새우{리토페나에수스바나메이)","0306","17","9091","수입","1065373","7311162","12484389","81690854","2025-10-31"
"2025-10","0306179099","I","기타","0306","17","9099","수입","566837","4877042","4488496","41038992","2025-10-31"
"2025-10","0306191000","I","기타[분ㆍ조분 및 펠리트를 포함한다(식용에 적합한것)](냉동한 것)(훈제한 것)","0306","19","1000","수입","0","0","4","27","2025-10-31"
"2025-10","0306199000","I","기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타)","0306","19","9000","수입","25668","195431","294132","2218162","2025-10-31"
"2025-10","0306310000","I","닭새우류[팔리누루스(Palinurus)종ㆍ파누리루스(Panulirus)종ㆍ자수스(Jasus)종]","0306","31","0000","수입","776","51271","7273","415743","2025-10-31"
"2025-10","0306320000","I","바닷가재[호마루스(Homarus)종]","0306","32","0000","수입","75198","2059048","978752","26032713","2025-10-31"
"2025-10","0306332000","I","대게","0306","33","2000","수입","417809","11340401","7069685","134346645","2025-10-31"
"2025-10","0306339000","I","게(기타)","0306","33","9000","수입","522366","16933957","5408461","107048909","2025-10-31"
"2025-10","0306340000","I","노르웨이 바닷가재[네프로프스 노르베지쿠스(Nephrops norvegicus)]","0306","34","0000","수입","0","0","332","19940","2025-10-31"
"2025-10","0306350000","I","냉수성(冷水性) 새우류[판달러스(Pandalus)종ㆍ크란곤 크란곤(Crangon crangon)]","0306","35","0000","수입","0","0","152","6556","2025-10-31"
"2025-10","0306360000","I","그 밖의 새우류","0306","36","0000","수입","974","24534","8313","768297","2025-10-31"
"2025-10","0306390000","I","기타[식용에 적합한 것으로서 고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다]","0306","39","0000","수입","92","2164","870","25059","2025-10-31"
"2025-10","0306930000","I","게(건조 염상염수장 훈제 기타)-게살포함","0306","93","0000","수입","864","6217","5851","28056","2025-10-31"
"2025-10","0306940000","I","바다가재(네프로프스 노르베지쿠스) (기타)","0306","94","0000","수입","10","150","23","270","2025-10-31"
"2025-10","0306951020","I","건조한 것","0306","95","1020","수입","28","56","114","430","2025-10-31"
"2025-10","0306951040","I","훈제한 것","0306","95","1040","수입","0","0","9","21","2025-10-31"
"2025-10","0306959020","I","건조한 것","0306","95","9020","수입","140458","1563200","1576335","16356596","2025-10-31"
"2025-10","0306959030","I","염장이나 염수장한 것","0306","95","9030","수입","630581","430736","9166349","7316979","2025-10-31"
"2025-10","0306959040","I","훈제한 것","0306","95","9040","수입","0","0","194","655","2025-10-31"
"2025-10","0306992000","I","건조한 것","0306","99","2000","수입","157","1286","1355","10438","2025-10-31"
"2025-10","0306993000","I","염장이나 염수장한 것","0306","99","3000","수입","0","0","1864","9323","2025-10-31"
"2025-10","0306994000","I","훈제한 것","0306","99","4000","수입","0","0","15","138","2025-10-31"
"2025-10","0307120000","I","냉동한 것","0307","12","0000","수입","0","0","30853","276958","2025-10-31"
"2025-10","0307192000","I","기타 굴(건조한 것)","0307","19","2000","수입","1100","10428","10943","103980","2025-10-31"
"2025-10","0307194000","I","기타 굴(훈제한 것)","0307","19","4000","수입","0","0","1","13","2025-10-31"
"2025-10","0307219000","I","가리비과의조개 기타(산것 신선 냉장) - 펙텐 클라미스 프라코펙텐 속의 것 제외","0307","21","9000","수입","465253","2416616","5570463","28930878","2025-10-31"
"2025-10","0307221000","I","가리비과의조개(냉동)","0307","22","1000","수입","57931","187794","419267","1729807","2025-10-31"
"2025-10","0307229000","I","가리비과의조개(냉동)","0307","22","9000","수입","406794","2910832","3442814","19678992","2025-10-31"
"2025-10","0307299000","I","기타 가리비과의조개(기타)","0307","29","9000","수입","428","2872","4206","26865","2025-10-31"
"2025-10","0307310000","I","홍합(산것/신선냉장)","0307","31","0000","수입","0","0","15530","23173","2025-10-31"
"2025-10","0307320000","I","냉동한 것","0307","32","0000","수입","284806","812439","1201483","3812119","2025-10-31"
"2025-10","0307392000","I","홍합(건조)","0307","39","2000","수입","0","0","1","23","2025-10-31"
"2025-10","0307399000","I","홍합(산 것 신선 냉장 냉동 건조 이외 기타)","0307","39","9000","수입","20","154","38","1186","2025-10-31"
"2025-10","0307421010","I","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","0307","42","1010","수입","0","0","3","19","2025-10-31"
"2025-10","0307421090","I","기타","0307","42","1090","수입","0","0","6","31","2025-10-31"
"2025-10","0307422010","I","옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","0307","42","2010","수입","246","916","246","916","2025-10-31"
"2025-10","0307422090","I","기타","0307","42","2090","수입","101","484","1188","4040","2025-10-31"
"2025-10","0307431010","I","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","0307","43","1010","수입","2000","16455","22907","163552","2025-10-31"
"2025-10","0307431090","I","기타","0307","43","1090","수입","672155","4673044","5385954","38794388","2025-10-31"
"2025-10","0307432010","I","옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","0307","43","2010","수입","142089","1193179","5968567","22528203","2025-10-31"
"2025-10","0307432090","I","기타","0307","43","2090","수입","7596408","24642184","97836337","343536711","2025-10-31"
"2025-10","0307492090","I","기타","0307","49","2090","수입","1","6","85","648","2025-10-31"
"2025-10","0307493010","I","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","0307","49","3010","수입","47900","1684884","432166","14459966","2025-10-31"
"2025-10","0307493090","I","기타","0307","49","3090","수입","43671","850424","391310","7617586","2025-10-31"
"2025-10","0307494090","I","기타","0307","49","4090","수입","0","0","5","131","2025-10-31"
"2025-10","0307511000","I","낙지(산것/신선 냉장)","0307","51","1000","수입","634205","12572759","4576762","92252161","2025-10-31"
"2025-10","0307512000","I","주꾸미(산것/신선 냉장)","0307","51","2000","수입","19966","121275","2115672","13711957","2025-10-31"
"2025-10","0307519000","I","기타문어(산것/신선 냉장)","0307","51","9000","수입","0","0","752","5091","2025-10-31"
"2025-10","0307521000","I","문어","0307","52","1000","수입","468612","4386581","3546296","33415748","2025-10-31"
"2025-10","0307522000","I","낙지","0307","52","2000","수입","1480374","9647902","16622652","105694069","2025-10-31"
"2025-10","0307523000","I","쭈꾸미","0307","52","3000","수입","2658930","17177406","23452432","149375000","2025-10-31"
"2025-10","0307529000","I","기타","0307","52","9000","수입","0","0","2","67","2025-10-31"
"2025-10","0307592000","I","문어(건조)","0307","59","2000","수입","13","84","375","3924","2025-10-31"
"2025-10","0307599000","I","문어(산것 신선 냉장 냉동 건조 이외 기타)","0307","59","9000","수입","6018","41049","40864","283468","2025-10-31"
"2025-10","0307600000","I","달팽이","0307","60","0000","수입","9250","27032","44059","137337","2025-10-31"
"2025-10","0307711000","I","백합","0307","71","1000","수입","1616220","1917112","13867612","15292177","2025-10-31"
"2025-10","0307712090","I","피조개 기타(산 것  신선 또는 냉장한 것)","0307","71","2090","수입","2960","5935","51024","127687","2025-10-31"
"2025-10","0307714000","I","바지락(산 것 신선 또는 냉장한 것)","0307","71","4000","수입","1575825","1691486","16303140","23347784","2025-10-31"
"2025-10","0307715000","I","개조개","0307","71","5000","수입","41100","161316","170450","669467","2025-10-31"
"2025-10","0307719000","I","클램 새조개 및 피조개 기타 살아있는겄 신선한 것 냉장한 것","0307","71","9000","수입","176949","525917","2524977","4830746","2025-10-31"
"2025-10","0307721000","I","새조개","0307","72","1000","수입","8154","28510","938126","1439981","2025-10-31"
"2025-10","0307723000","I","바지락","0307","72","3000","수입","375188","397786","2934153","3514550","2025-10-31"
"2025-10","0307724000","I","피조개","0307","72","4000","수입","880","11311","26682","141783","2025-10-31"
"2025-10","0307725000","I","개조개","0307","72","5000","수입","11000","44783","137940","554074","2025-10-31"
"2025-10","0307729000","I","기타","0307","72","9000","수입","75686","242172","1329553","3092039","2025-10-31"
"2025-10","0307792010","I","개량조개(건조)","0307","79","2010","수입","9500","87664","92301","824932","2025-10-31"
"2025-10","0307792020","I","바지락(건조)","0307","79","2020","수입","0","0","11000","82780","2025-10-31"
"2025-10","0307792090","I","클램 새조개 및 피조개 기타(건조)","0307","79","2090","수입","0","0","546","6046","2025-10-31"
"2025-10","0307793020","I","바지락(염장 또는 염수장한 것)","0307","79","3020","수입","0","0","288828","1937019","2025-10-31"
"2025-10","0307793090","I","클램 새조개 및 피조개 기타(염장 또는 염수장한 것)","0307","79","3090","수입","33","271","212","1672","2025-10-31"
"2025-10","0307794090","I","새조개(훈제한 것)(기타)","0307","79","4090","수입","0","0","2","10","2025-10-31"
"2025-10","0307820000","I","살아있거나 신선하거나 냉장한 수정고둥류[스트롬버스(Strombus)종]","0307","82","0000","수입","17","487","464","8618","2025-10-31"
"2025-10","0307830000","I","냉동한 전복[할리오티스(Haliotis)종]","0307","83","0000","수입","31132","512368","270348","4795523","2025-10-31"
"2025-10","0307912090","I","진주조개(기타)(산 것 신선 또는 냉장한 것)","0307","91","2090","수입","0","0","5","23","2025-10-31"
"2025-10","0307913000","I","개아지살(산 것 신선 또는 냉장한 것)","0307","91","3000","수입","0","0","55","7982","2025-10-31"
"2025-10","0307914000","I","재첩(산 것 신선 또는 냉장한 것)","0307","91","4000","수입","21600","16425","401440","329415","2025-10-31"
"2025-10","0307919000","I","기타[분 조분 펠리트 포함(식용 적합)]의 기타(산신선냉장)","0307","91","9000","수입","22442","76237","424164","1003557","2025-10-31"
"2025-10","0307921000","I","개아지살","0307","92","1000","수입","58484","851800","1011527","8832576","2025-10-31"
"2025-10","0307922000","I","소라","0307","92","2000","수입","39195","214686","465635","2849275","2025-10-31"
"2025-10","0307929000","I","기타","0307","92","9000","수입","1323895","11504095","7298431","56995977","2025-10-31"
"2025-10","0307992100","I","개아지살(건조)","0307","99","2100","수입","0","0","100","9533","2025-10-31"
"2025-10","0307992900","I","기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(건조)","0307","99","2900","수입","600","6880","1103","28707","2025-10-31"
"2025-10","0307993000","I","소라 기타연체동물(염장 염수장)","0307","99","3000","수입","15","298","23","372","2025-10-31"
"2025-10","0307994120","I","골뱅이 (훈제한 것)(밀폐용기에 넣지 아니한 것)","0307","99","4120","수입","0","0","1","14","2025-10-31"
"2025-10","0307994900","I","기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것)","0307","99","4900","수입","1","10","20","57","2025-10-31"
"2025-10","0308110000","I","해삼(산 것 신선 또는 냉장한 것)","0308","11","0000","수입","83912","793959","240048","2267686","2025-10-31"
"2025-10","0308120000","I","냉동한 것","0308","12","0000","수입","0","0","38","3302","2025-10-31"
"2025-10","0308192000","I","해삼(건조한 것)","0308","19","2000","수입","1","6","20","444","2025-10-31"
"2025-10","0308193000","I","해삼(염장 또는 염수장한 것)","0308","19","3000","수입","0","0","1650","8385","2025-10-31"
"2025-10","0308210000","I","성게(산 것 신선 또는 냉장한 것)","0308","21","0000","수입","10664","1270191","87594","10050911","2025-10-31"
"2025-10","0308220000","I","냉동한 것","0308","22","0000","수입","36743","2058913","124897","6881766","2025-10-31"
"2025-10","0308301000","I","해파리(산 것 신선 또는 냉장한 것)","0308","30","1000","수입","0","0","89","2322","2025-10-31"
"2025-10","0308303000","I","해파리(건조한 것)","0308","30","3000","수입","2","50","129","2258","2025-10-31"
"2025-10","0308304000","I","해파리(염장 또는 염수장한 것)","0308","30","4000","수입","864546","2109743","9270393","15452016","2025-10-31"
"2025-10","0308901011","I","우렁쉥이(종묘)(산 것  신선 또는 냉장한 것)","0308","90","1011","수입","0","0","0","27","2025-10-31"
"2025-10","0308901019","I","우렁쉥이(기타)(산 것 신선 또는 냉장한 것)","0308","90","1019","수입","0","0","162603","281276","2025-10-31"
"2025-10","0308901090","I","수생무척추동물의 기타(산 것)","0308","90","1090","수입","13601","286060","186486","3469705","2025-10-31"
"2025-10","0308902010","I","우렁쉥이(냉동한 것)","0308","90","2010","수입","0","0","110","1200","2025-10-31"
"2025-10","0308902090","I","수생무척추동물의 기타(냉동 한것)","0308","90","2090","수입","0","0","6","117","2025-10-31"
"2025-10","0308903000","I","우렁쉥이 기타수생무척추동물(건조)-해삼성게해파리 제외","0308","90","3000","수입","0","0","3","82","2025-10-31"
"2025-10","0308905000","I","수생무척추동물의 기타(훈제한 것)","0308","90","5000","수입","0","0","3","5","2025-10-31"
"2025-10","0309100000","I","식용어류분","0309","10","0000","수입","5","25","55694","351346","2025-10-31"
"2025-10","0309901000","I","식용어류분","0309","90","1000","수입","40060","152282","40063","152446","2025-10-31"
"2025-10","0309902000","I","식용어류분","0309","90","2000","수입","102300","626812","868911","5638185","2025-10-31"
"2025-10","0309909000","I","식용어류분","0309","90","9000","수입","33","297","425","3037","2025-10-31"
"2025-10","0508001000","I","산호(coral)","0508","00","1000","수입","6060","7078","586923","98074","2025-10-31"
"2025-10","0508002010","I","진주패각","0508","00","2010","수입","0","0","32584","90482","2025-10-31"
"2025-10","0508002020","I","청패각(전복)","0508","00","2020","수입","0","0","28745","207003","2025-10-31"
"2025-10","0508002030","I","첩패각과 지첩패각","0508","00","2030","수입","99740","62572","2188202","1649836","2025-10-31"
"2025-10","0508002040","I","야광패각(소라)","0508","00","2040","수입","0","0","52997","117857","2025-10-31"
"2025-10","0508002090","I","기타패각","0508","00","2090","수입","89486","7990","2309969","652008","2025-10-31"
"2025-10","0508009000","I","연체동물갑각류극피동물","0508","00","9000","수입","585","20464","83876","86431","2025-10-31"
"2025-10","0511911010","I","부화용알(브라인슈림프알)","0511","91","1010","수입","0","0","92969","2582545","2025-10-31"
"2025-10","0511911090","I","부화용알(브라인슈림프 알 이","0511","91","1090","수입","5","7907","255","219571","2025-10-31"
"2025-10","0511912000","I","어류의웨이스트","0511","91","2000","수입","159000","169762","1753370","2118970","2025-10-31"
"2025-10","0511919000","I","어류갑각류연체동물수행동","0511","91","9000","수입","41800","86177","603857","996207","2025-10-31"
"2025-10","0511996000","I","동물성의해면","0511","99","6000","수입","291","36511","9882","402244","2025-10-31"
"2025-10","1212211010","I","김(건조한 것)(식용의 것)","1212","21","1010","수입","3604","49584","119966","2339872","2025-10-31"
"2025-10","1212211020","I","김(냉장한 것)(식용의 것)","1212","21","1020","수입","0","0","2","8","2025-10-31"
"2025-10","1212211090","I","김(기타)(식용의 것)","1212","21","1090","수입","41","611","526","6055","2025-10-31"
"2025-10","1212212010","I","미역(건조한 것)(식용의 것)","1212","21","2010","수입","46162","240739","620348","3544531","2025-10-31"
"2025-10","1212212020","I","미역(염장한 것)(식용의 것)","1212","21","2020","수입","178570","281716","2331082","3191918","2025-10-31"
"2025-10","1212212040","I","미역(냉동한 것)(식용의 것)","1212","21","2040","수입","0","0","4","1","2025-10-31"
"2025-10","1212212090","I","미역(기타)(식용의 것)","1212","21","2090","수입","1","100","49","1717","2025-10-31"
"2025-10","1212213010","I","톳(건조한 것)(식용의 것)","1212","21","3010","수입","7201","41368","28063","150472","2025-10-31"
"2025-10","1212213090","I","톳(기타)(식용의 것)","1212","21","3090","수입","2","87","9","458","2025-10-31"
"2025-10","1212214090","I","파래(기타)(식용의 것)","1212","21","4090","수입","0","0","7871","23917","2025-10-31"
"2025-10","1212215010","I","다시마(염장한 것)(식용의 것)","1212","21","5010","수입","14","77","23342","19318","2025-10-31"
"2025-10","1212215030","I","다시마(냉동한 것)(식용의 것)","1212","21","5030","수입","1000","3457","5000","17330","2025-10-31"
"2025-10","1212215090","I","다시마(기타)(식용의 것)","1212","21","5090","수입","129","3650","21889","176330","2025-10-31"
"2025-10","1212216090","I","우뭇가사리(기타)(식용의 것)","1212","21","6090","수입","0","0","378204","1095649","2025-10-31"
"2025-10","1212217019","I","기타","1212","21","7019","수입","0","0","5","26","2025-10-31"
"2025-10","1212218029","I","진두발(기타)(식용의 것)","1212","21","8029","수입","2","154","207928","397305","2025-10-31"
"2025-10","1212218031","I","말(냉동)(식용의 것)","1212","21","8031","수입","180","1164","1620","9481","2025-10-31"
"2025-10","1212218039","I","말(기타)(식용의 것)","1212","21","8039","수입","0","5","0","13","2025-10-31"
"2025-10","1212219019","I","코토니 및 스피노잠(기타)(식용의 것)","1212","21","9019","수입","233940","213747","4330760","4297250","2025-10-31"
"2025-10","1212219091","I","해초류와 기타조류 기타(냉동)(식용의 것)","1212","21","9091","수입","0","0","18918","147520","2025-10-31"
"2025-10","1212219099","I","해초류와 기타조류 기타(기타)(식용의 것)","1212","21","9099","수입","2187","31938","239500","415436","2025-10-31"
"2025-10","1212291090","I","김(기타)","1212","29","1090","수입","4","45","15","154","2025-10-31"
"2025-10","1212292010","I","미역(냉동한 것)","1212","29","2010","수입","2","6","43","161","2025-10-31"
"2025-10","1212292090","I","미역(기타)","1212","29","2090","수입","22000","47055","629475","1088439","2025-10-31"
"2025-10","1212294090","I","파래(기타)","1212","29","4090","수입","0","0","174000","274781","2025-10-31"
"2025-10","1212295090","I","다시마(기타)","1212","29","5090","수입","0","0","14447","11149","2025-10-31"
"2025-10","1212296090","I","우뭇가사리(기타)","1212","29","6090","수입","0","0","1","10","2025-10-31"
"2025-10","1212297019","I","돌가사리(기타)","1212","29","7019","수입","0","0","92350","300136","2025-10-31"
"2025-10","1212298029","I","진두발(기타)","1212","29","8029","수입","3","162","26","1963","2025-10-31"
"2025-10","1212298039","I","말(기타)","1212","29","8039","수입","0","0","6000","12900","2025-10-31"
"2025-10","1212299019","I","코토니 및 스피노잠(기타)","1212","29","9019","수입","0","0","1","20","2025-10-31"
"2025-10","1212299099","I","해초류와 기타조류 기타(기타)","1212","29","9099","수입","5","956","227172","585195","2025-10-31"
"2025-10","1302311000","I","실한천","1302","31","1000","수입","1020","14407","6630","110469","2025-10-31"
"2025-10","1302312000","I","분한천","1302","31","2000","수입","81164","1008547","590110","7457044","2025-10-31"
"2025-10","1302319000","I","한천(실한천분한천 이외 기타)","1302","31","9000","수입","256","8788","4939","286371","2025-10-31"
"2025-10","1504101000","I","상어의 간유(肝油)와 그 분획물","1504","10","1000","수입","14400","73152","41284","387024","2025-10-31"
"2025-10","1504109000","I","어류의간유분획물(상어의간유","1504","10","9000","수입","1","58","12509","252815","2025-10-31"
"2025-10","1504200000","I","어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]","1504","20","0000","수입","350211","1020333","3611508","11877017","2025-10-31"
"2025-10","1504309000","I","기타해서포유동물의 유지와 그","1504","30","9000","수입","9","213","2635","20519","2025-10-31"
"2025-10","1516102000","I","고래기름분획물(수소 첨가","1516","10","2000","수입","0","0","1","9","2025-10-31"
"2025-10","1521901000","I","경납(동물성 납)","1521","90","1000","수입","1","20","32","300","2025-10-31"
